HCPC,SEQNUM,RECID,LONG_DESCRIPTION,SHORT_DESCRIPTION,,,,,
A6441,10,3,"Padding bandage, non-elastic, non-woven/non-knitted, width greater than or equal to three inches and less than five inches, per yard","Pad band w>=3"" <5""/yd",,,,,
A6442,10,3,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width less than three inches, per yard","Conform band n/s w<3""/yd",,,,,
A6443,10,3,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width greater than or equal to three inches and less than five inches, per yard","Conform band n/s w>=3""<5""/yd",,,,,
A6444,10,3,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width greater than or equal to 5 inches, per yard","Conform band n/s w>=5""/yd",,,,,
A6445,10,3,"Conforming bandage, non-elastic, knitted/woven, sterile, width less than three inches, per yard","Conform band s w <3""/yd",,,,,
A6446,10,3,"Conforming bandage, non-elastic, knitted/woven, sterile, width greater than or equal to three inches and less than five inches, per yard","Conform band s w>=3"" <5""/yd",,,,,
A6447,10,3,"Conforming bandage, non-elastic, knitted/woven, sterile, width greater than or equal to five inches, per yard","Conform band s w >=5""/yd",,,,,
A6448,10,3,"Light compression bandage, elastic, knitted/woven, width less than three inches, per yard","Lt compres band <3""/yd",,,,,
A6449,10,3,"Light compression bandage, elastic, knitted/woven, width greater than or equal to three inches and less than five inches, per yard","Lt compres band >=3"" <5""/yd",,,,,
A6450,10,3,"Light compression bandage, elastic, knitted/woven, width greater than or equal to five inches, per yard","Lt compres band >=5""/yd",,,,,
A6451,10,3,"Moderate compression bandage, elastic, knitted/woven, load resistance of 1.25 to 1.34 foot pounds at 50% maximum stretch, width greater than or equal to three inches and less than five inches, per yard","Mod compres band w>=3""<5""/yd",,,,,
A6452,10,3,"High compression bandage, elastic, knitted/woven, load resistance greater than or equal to 1.35 foot pounds at 50% maximum stretch, width greater than or equal to three inches and less than five inches, per yard","High compres band w>=3""<5""yd",,,,,
A6453,10,3,"Self-adherent bandage, elastic, non-knitted/non-woven, width less than three inches, per yard","Self-adher band w <3""/yd",,,,,
A6454,10,3,"Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or equal to three inches and less than five inches, per yard","Self-adher band w>=3"" <5""/yd",,,,,
A6455,10,3,"Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or equal to five inches, per yard","Self-adher band >=5""/yd",,,,,
A6456,10,3,"Zinc paste impregnated bandage, non-elastic, knitted/woven, width greater than or equal to three inches and less than five inches, per yard","Zinc paste band w >=3""<5""/yd",,,,,
A6457,10,3,"Tubular dressing with or without elastic, any width, per linear yard",Tubular dressing,,,,,
A6501,10,3,"Compression burn garment, bodysuit (head to foot), custom fabricated",Compres burngarment bodysuit,,,,,
A6502,10,3,"Compression burn garment, chin strap, custom fabricated",Compres burngarment chinstrp,,,,,
A6503,10,3,"Compression burn garment, facial hood, custom fabricated",Compres burngarment facehood,,,,,
A6504,10,3,"Compression burn garment, glove to wrist, custom fabricated",Cmprsburngarment glove-wrist,,,,,
A6505,10,3,"Compression burn garment, glove to elbow, custom fabricated",Cmprsburngarment glove-elbow,,,,,
A6506,10,3,"Compression burn garment, glove to axilla, custom fabricated",Cmprsburngrmnt glove-axilla,,,,,
A6507,10,3,"Compression burn garment, foot to knee length, custom fabricated",Cmprs burngarment foot-knee,,,,,
A6508,10,3,"Compression burn garment, foot to thigh length, custom fabricated",Cmprs burngarment foot-thigh,,,,,
A6509,10,3,"Compression burn garment, upper trunk to waist including arm openings (vest), custom fabricated",Compres burn garment jacket,,,,,
A6510,10,3,"Compression burn garment, trunk, including arms down to leg openings (leotard), custom fabricated",Compres burn garment leotard,,,,,
A6511,10,3,"Compression burn garment, lower trunk including leg openings (panty), custom fabricated",Compres burn garment panty,,,,,
A6512,10,3,"Compression burn garment, not otherwise classified","Compres burn garment, noc",,,,,
A6513,10,3,"Compression burn mask, face and/or neck, plastic or equal, custom fabricated",Compress burn mask face/neck,,,,,
A6530,10,3,"Gradient compression stocking, below knee, 18-30 mmhg, each",Compression stocking bk18-30,,,,,
A6531,10,3,"Gradient compression stocking, below knee, 30-40 mmhg, each",Compression stocking bk30-40,,,,,
A6532,10,3,"Gradient compression stocking, below knee, 40-50 mmhg, each",Compression stocking bk40-50,,,,,
A6533,10,3,"Gradient compression stocking, thigh length, 18-30 mmhg, each",Gc stocking thighlngth 18-30,,,,,
A6534,10,3,"Gradient compression stocking, thigh length, 30-40 mmhg, each",Gc stocking thighlngth 30-40,,,,,
A6535,10,3,"Gradient compression stocking, thigh length, 40-50 mmhg, each",Gc stocking thighlngth 40-50,,,,,
A6536,10,3,"Gradient compression stocking, full length/chap style, 18-30 mmhg, each",Gc stocking full lngth 18-30,,,,,
A6537,10,3,"Gradient compression stocking, full length/chap style, 30-40 mmhg, each",Gc stocking full lngth 30-40,,,,,
A6538,10,3,"Gradient compression stocking, full length/chap style, 40-50 mmhg, each",Gc stocking full lngth 40-50,,,,,
A6539,10,3,"Gradient compression stocking, waist length, 18-30 mmhg, each",Gc stocking waistlngth 18-30,,,,,
A6540,10,3,"Gradient compression stocking, waist length, 30-40 mmhg, each",Gc stocking waistlngth 30-40,,,,,
A6541,10,3,"Gradient compression stocking, waist length, 40-50 mmhg, each",Gc stocking waistlngth 40-50,,,,,
A6544,10,3,"Gradient compression stocking, garter belt",Gc stocking garter belt,,,,,
A6545,10,3,"Gradient compression wrap, non-elastic, below knee, 30-50 mm hg, each",Grad comp non-elastic bk,,,,,
A6549,10,3,"Gradient compression stocking/sleeve, not otherwise specified",G compression stocking,,,,,
A6550,10,3,"Wound care set, for negative pressure wound therapy electrical pump, includes all supplies and accessories",Neg pres wound ther drsg set,,,,,
A7000,10,3,"Canister, disposable, used with suction pump, each",Disposable canister for pump,,,,,
A7001,10,3,"Canister, non-disposable, used with suction pump, each",Nondisposable pump canister,,,,,
A7002,10,3,"Tubing, used with suction pump, each",Tubing used w suction pump,,,,,
A7003,10,3,"Administration set, with small volume nonfiltered pneumatic nebulizer, disposable",Nebulizer administration set,,,,,
A7004,10,3,"Small volume nonfiltered pneumatic nebulizer, disposable",Disposable nebulizer sml vol,,,,,
A7005,10,3,"Administration set, with small volume nonfiltered pneumatic nebulizer, non-disposable",Nondisposable nebulizer set,,,,,
A7006,10,3,"Administration set, with small volume filtered pneumatic nebulizer",Filtered nebulizer admin set,,,,,
A7007,10,3,"Large volume nebulizer, disposable, unfilled, used with aerosol compressor",Lg vol nebulizer disposable,,,,,
A7008,10,3,"Large volume nebulizer, disposable, prefilled, used with aerosol compressor",Disposable nebulizer prefill,,,,,
A7009,10,3,"Reservoir bottle, non-disposable, used with large volume ultrasonic nebulizer",Nebulizer reservoir bottle,,,,,
A7010,10,3,"Corrugated tubing, disposable, used with large volume nebulizer, 100 feet",Disposable corrugated tubing,,,,,
A7011,10,3,"Corrugated tubing, non-disposable, used with large volume nebulizer, 10 feet",Nondispos corrugated tubing,,,,,
A7012,10,3,"Water collection device, used with large volume nebulizer",Nebulizer water collec devic,,,,,
A7013,10,3,"Filter, disposable, used with aerosol compressor or ultrasonic generator",Disposable compressor filter,,,,,
A7014,10,3,"Filter, nondisposable, used with aerosol compressor or ultrasonic generator",Compressor nondispos filter,,,,,
A7015,10,3,"Aerosol mask, used with dme nebulizer",Aerosol mask used w nebulize,,,,,
A7016,10,3,"Dome and mouthpiece, used with small volume ultrasonic nebulizer",Nebulizer dome & mouthpiece,,,,,
A7017,10,3,"Nebulizer, durable, glass or autoclavable plastic, bottle type, not used with oxygen",Nebulizer not used w oxygen,,,,,
A7018,10,3,"Water, distilled, used with large volume nebulizer, 1000 ml",Water distilled w/nebulizer,,,,,
A7020,10,3,"Interface for cough stimulating device, includes all components, replacement only","Interface, cough stim device",,,,,
A7025,10,3,"High frequency chest wall oscillation system vest, replacement for use with patient owned equipment, each",Replace chest compress vest,,,,,
A7026,10,3,"High frequency chest wall oscillation system hose, replacement for use with patient owned equipment, each",Replace chst cmprss sys hose,,,,,
A7027,10,3,"Combination oral/nasal mask, used with continuous positive airway pressure device, each",Combination oral/nasal mask,,,,,
A7028,10,3,"Oral cushion for combination oral/nasal mask, replacement only, each",Repl oral cushion combo mask,,,,,
A7029,10,3,"Nasal pillows for combination oral/nasal mask, replacement only, pair",Repl nasal pillow comb mask,,,,,
A7030,10,3,"Full face mask used with positive airway pressure device, each",Cpap full face mask,,,,,
A7031,10,3,"Face mask interface, replacement for full face mask, each",Replacement facemask interfa,,,,,
A7032,10,3,"Cushion for use on nasal mask interface, replacement only, each",Replacement nasal cushion,,,,,
A7033,10,3,"Pillow for use on nasal cannula type interface, replacement only, pair",Replacement nasal pillows,,,,,
A7034,10,3,"Nasal interface (mask or cannula type) used with positive airway pressure device, with or without head strap",Nasal application device,,,,,
A7035,10,3,Headgear used with positive airway pressure device,Pos airway press headgear,,,,,
A7036,10,3,Chinstrap used with positive airway pressure device,Pos airway press chinstrap,,,,,
A7037,10,3,Tubing used with positive airway pressure device,Pos airway pressure tubing,,,,,
A7038,10,3,"Filter, disposable, used with positive airway pressure device",Pos airway pressure filter,,,,,
A7039,10,3,"Filter, non disposable, used with positive airway pressure device","Filter, non disposable w pap",,,,,
A7040,10,3,One way chest drain valve,One way chest drain valve,,,,,
A7041,10,3,Water seal drainage container and tubing for use with implanted chest tube,Water seal drain container,,,,,
A7042,10,3,"Implanted pleural catheter, each",Implanted pleural catheter,,,,,
A7043,10,3,Vacuum drainage bottle and tubing for use with implanted catheter,Vacuum drainagebottle/tubing,,,,,
A7044,10,3,"Oral interface used with positive airway pressure device, each",Pap oral interface,,,,,
A7045,10,3,"Exhalation port with or without swivel used with accessories for positive airway devices, replacement only",Repl exhalation port for pap,,,,,
A7046,10,3,"Water chamber for humidifier, used with positive airway pressure device, replacement, each","Repl water chamber, pap dev",,,,,
A7047,10,3,"Oral interface used with respiratory suction pump, each",Resp suction oral interface,,,,,
A7048,10,3,"Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each",Vacuum drain bottle/tube kit,,,,,
A7501,10,3,"Tracheostoma valve, including diaphragm, each",Tracheostoma valve w diaphra,,,,,
A7502,10,3,"Replacement diaphragm/faceplate for tracheostoma valve, each",Replacement diaphragm/fplate,,,,,
A7503,10,3,"Filter holder or filter cap, reusable, for use in a tracheostoma heat and moisture exchange system, each",Hmes filter holder or cap,,,,,
A7504,10,3,"Filter for use in a tracheostoma heat and moisture exchange system, each",Tracheostoma hmes filter,,,,,
A7505,10,3,"Housing, reusable without adhesive, for use in a heat and moisture exchange system and/or with a tracheostoma valve, each",Hmes or trach valve housing,,,,,
A7506,10,3,"Adhesive disc for use in a heat and moisture exchange system and/or with tracheostoma valve, any type each",Hmes/trachvalve adhesivedisk,,,,,
A7507,10,3,"Filter holder and integrated filter without adhesive, for use in a tracheostoma heat and moisture exchange system, each",Integrated filter & holder,,,,,
A7508,10,3,"Housing and integrated adhesive, for use in a tracheostoma heat and moisture exchange system and/or with a tracheostoma valve, each",Housing & integrated adhesiv,,,,,
A7509,10,3,"Filter holder and integrated filter housing, and adhesive, for use as a tracheostoma heat and moisture exchange system, each",Heat & moisture exchange sys,,,,,
A7520,10,3,"Tracheostomy/laryngectomy tube, non-cuffed, polyvinylchloride (pvc), silicone or equal, each",Trach/laryn tube non-cuffed,,,,,
A7521,10,3,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each",Trach/laryn tube cuffed,,,,,
A7522,10,3,"Tracheostomy/laryngectomy tube, stainless steel or equal (sterilizable and reusable), each",Trach/laryn tube stainless,,,,,
A7523,10,3,"Tracheostomy shower protector, each",Tracheostomy shower protect,,,,,
A7524,10,3,"Tracheostoma stent/stud/button, each",Tracheostoma stent/stud/bttn,,,,,
A7525,10,3,"Tracheostomy mask, each",Tracheostomy mask,,,,,
A7526,10,3,"Tracheostomy tube collar/holder, each",Tracheostomy tube collar,,,,,
A7527,10,3,"Tracheostomy/laryngectomy tube plug/stop, each",Trach/laryn tube plug/stop,,,,,
A8000,10,3,"Helmet, protective, soft, prefabricated, includes all components and accessories",Soft protect helmet prefab,,,,,
A8001,10,3,"Helmet, protective, hard, prefabricated, includes all components and accessories",Hard protect helmet prefab,,,,,
A8002,10,3,"Helmet, protective, soft, custom fabricated, includes all components and accessories",Soft protect helmet custom,,,,,
A8003,10,3,"Helmet, protective, hard, custom fabricated, includes all components and accessories",Hard protect helmet custom,,,,,
A8004,10,3,"Soft interface for helmet, replacement only","Repl soft interface, helmet",,,,,
A9150,10,3,Non-prescription drugs,Misc/exper non-prescript dru,,,,,
A9152,10,3,"Single vitamin/mineral/trace element, oral, per dose, not otherwise specified",Single vitamin nos,,,,,
A9153,10,3,"Multiple vitamins, with or without minerals and trace elements, oral, per dose, not otherwise specified",Multi-vitamin nos,,,,,
A9155,10,3,"Artificial saliva, 30 ml",Artificial saliva,,,,,
A9180,10,3,"Pediculosis (lice infestation) treatment, topical, for administration by patient/caretaker","Lice treatment, topical",,,,,
A9270,10,3,Non-covered item or service,Non-covered item or service,,,,,
A9272,10,3,"Wound suction, disposable, includes dressing, all accessories and components, any type, each","Disp wound suct, drsg/access",,,,,
A9273,10,3,"Hot water bottle, ice cap or collar, heat and/or cold wrap, any type",Hot/cold h2obot/cap/col/wrap,,,,,
A9274,10,3,"External ambulatory insulin delivery system, disposable, each, includes all supplies and accessories",Ext amb insulin delivery sys,,,,,
A9275,10,3,"Home glucose disposable monitor, includes test strips",Disp home glucose monitor,,,,,
A9276,10,3,"Sensor; invasive (e.g., subcutaneous), disposable, for use with interstitial continuous glucose monitoring system, one unit = 1 day supply","Disposable sensor, cgm sys",,,,,
A9277,10,3,"Transmitter; external, for use with interstitial continuous glucose monitoring system","External transmitter, cgm",,,,,
A9278,10,3,"Receiver (monitor); external, for use with interstitial continuous glucose monitoring system","External receiver, cgm sys",,,,,
A9279,10,3,"Monitoring feature/device, stand-alone or integrated, any type, includes all accessories, components and electronics, not otherwise classified",Monitoring feature/devicenoc,,,,,
A9280,10,3,"Alert or alarm device, not otherwise classified","Alert device, noc",,,,,
A9281,10,3,"Reaching/grabbing device, any type, any length, each",Reaching/grabbing device,,,,,
